applicant_id,predicted_prob_default,credit_score,score_band,recommended_action
705,0.2918,513,Very High Risk,Decline
706,0.289,513,Very High Risk,Decline
707,0.1681,533,Very High Risk,Decline
708,0.5234,484,Very High Risk,Decline
709,0.0991,551,Very High Risk,Decline
710,0.0392,579,Very High Risk,Decline
711,0.8625,434,Very High Risk,Decline
712,0.1086,548,Very High Risk,Decline
713,0.2981,512,Very High Risk,Decline
714,0.8744,431,Very High Risk,Decline
715,0.199,527,Very High Risk,Decline
716,0.3142,510,Very High Risk,Decline
717,0.5886,477,Very High Risk,Decline
718,0.9506,402,Very High Risk,Decline
719,0.2277,522,Very High Risk,Decline
720,0.2387,521,Very High Risk,Decline
721,0.7146,461,Very High Risk,Decline
722,0.1525,537,Very High Risk,Decline
723,0.7767,451,Very High Risk,Decline
724,0.0664,563,Very High Risk,Decline
725,0.3341,507,Very High Risk,Decline
726,0.0704,562,Very High Risk,Decline
727,0.8498,437,Very High Risk,Decline
728,0.3538,505,Very High Risk,Decline
729,0.1825,530,Very High Risk,Decline
730,0.1737,532,Very High Risk,Decline
731,0.2665,516,Very High Risk,Decline
732,0.3414,506,Very High Risk,Decline
733,0.4037,498,Very High Risk,Decline
734,0.1798,531,Very High Risk,Decline
735,0.0541,570,Very High Risk,Decline
736,0.5279,484,Very High Risk,Decline
737,0.1181,545,Very High Risk,Decline
738,0.0952,552,Very High Risk,Decline
739,0.331,507,Very High Risk,Decline
740,0.243,520,Very High Risk,Decline
741,0.2489,519,Very High Risk,Decline
742,0.2126,525,Very High Risk,Decline
743,0.0393,579,Very High Risk,Decline
744,0.6453,470,Very High Risk,Decline
745,0.3745,502,Very High Risk,Decline
746,0.1276,543,Very High Risk,Decline
747,0.7059,462,Very High Risk,Decline
748,0.9115,420,Very High Risk,Decline
749,0.4966,488,Very High Risk,Decline
750,0.2266,523,Very High Risk,Decline
751,0.0734,560,Very High Risk,Decline
752,0.2183,524,Very High Risk,Decline
753,0.9314,412,Very High Risk,Decline
754,0.1034,549,Very High Risk,Decline
755,0.3651,503,Very High Risk,Decline
756,0.1751,532,Very High Risk,Decline
757,0.1962,528,Very High Risk,Decline
758,0.5502,481,Very High Risk,Decline
759,0.7976,448,Very High Risk,Decline
760,0.2479,519,Very High Risk,Decline
761,0.1706,533,Very High Risk,Decline
762,0.69,464,Very High Risk,Decline
763,0.1731,532,Very High Risk,Decline
764,0.1807,531,Very High Risk,Decline
765,0.8084,446,Very High Risk,Decline
766,0.1789,531,Very High Risk,Decline
767,0.072,561,Very High Risk,Decline
768,0.1055,549,Very High Risk,Decline
769,0.0507,572,Very High Risk,Decline
770,0.1533,536,Very High Risk,Decline
771,0.6576,468,Very High Risk,Decline
772,0.6233,473,Very High Risk,Decline
773,0.4476,493,Very High Risk,Decline
774,0.172,532,Very High Risk,Decline
775,0.1438,539,Very High Risk,Decline
776,0.9403,408,Very High Risk,Decline
777,0.2128,525,Very High Risk,Decline
778,0.6145,474,Very High Risk,Decline
779,0.4339,495,Very High Risk,Decline
780,0.0532,570,Very High Risk,Decline
781,0.0713,561,Very High Risk,Decline
782,0.3862,500,Very High Risk,Decline
783,0.0342,583,High Risk,Decline
784,0.4699,491,Very High Risk,Decline
785,0.9183,417,Very High Risk,Decline
786,0.1754,532,Very High Risk,Decline
787,0.1175,545,Very High Risk,Decline
788,0.0429,577,Very High Risk,Decline
789,0.1473,538,Very High Risk,Decline
790,0.199,527,Very High Risk,Decline
791,0.2153,524,Very High Risk,Decline
792,0.0623,565,Very High Risk,Decline
793,0.0528,570,Very High Risk,Decline
794,0.2971,512,Very High Risk,Decline
795,0.6414,470,Very High Risk,Decline
796,0.2134,525,Very High Risk,Decline
797,0.1055,549,Very High Risk,Decline
798,0.6917,464,Very High Risk,Decline
799,0.0484,573,Very High Risk,Decline
800,0.0634,565,Very High Risk,Decline
801,0.1569,536,Very High Risk,Decline
802,0.7147,461,Very High Risk,Decline
803,0.4767,490,Very High Risk,Decline
804,0.4133,497,Very High Risk,Decline
805,0.2082,526,Very High Risk,Decline
806,0.9554,399,Very High Risk,Decline
807,0.3649,503,Very High Risk,Decline
808,0.7375,457,Very High Risk,Decline
809,0.0883,554,Very High Risk,Decline
810,0.0591,567,Very High Risk,Decline
811,0.4701,491,Very High Risk,Decline
812,0.1719,532,Very High Risk,Decline
813,0.7828,450,Very High Risk,Decline
814,0.9296,413,Very High Risk,Decline
815,0.0808,557,Very High Risk,Decline
816,0.0354,582,High Risk,Decline
817,0.2148,525,Very High Risk,Decline
818,0.0425,577,Very High Risk,Decline
819,0.292,513,Very High Risk,Decline
820,0.2364,521,Very High Risk,Decline
821,0.2913,513,Very High Risk,Decline
822,0.8714,432,Very High Risk,Decline
823,0.8268,442,Very High Risk,Decline
824,0.1516,537,Very High Risk,Decline
825,0.5593,480,Very High Risk,Decline
826,0.9481,403,Very High Risk,Decline
827,0.4395,494,Very High Risk,Decline
828,0.8187,444,Very High Risk,Decline
829,0.1674,533,Very High Risk,Decline
830,0.058,568,Very High Risk,Decline
831,0.2451,520,Very High Risk,Decline
832,0.1435,539,Very High Risk,Decline
833,0.0763,559,Very High Risk,Decline
834,0.8385,440,Very High Risk,Decline
835,0.2546,518,Very High Risk,Decline
836,0.7158,460,Very High Risk,Decline
837,0.9633,393,Very High Risk,Decline
838,0.0325,585,High Risk,Decline
839,0.1464,538,Very High Risk,Decline
840,0.054,570,Very High Risk,Decline
841,0.9351,410,Very High Risk,Decline
842,0.7276,459,Very High Risk,Decline
843,0.1697,533,Very High Risk,Decline
844,0.3325,507,Very High Risk,Decline
845,0.439,494,Very High Risk,Decline
846,0.7277,459,Very High Risk,Decline
847,0.0932,553,Very High Risk,Decline
848,0.1373,540,Very High Risk,Decline
849,0.1099,547,Very High Risk,Decline
850,0.0282,589,High Risk,Decline
851,0.1963,528,Very High Risk,Decline
852,0.7051,462,Very High Risk,Decline
853,0.0521,571,Very High Risk,Decline
854,0.1491,537,Very High Risk,Decline
855,0.1278,543,Very High Risk,Decline
856,0.7037,462,Very High Risk,Decline
857,0.7529,455,Very High Risk,Decline
858,0.2945,512,Very High Risk,Decline
859,0.034,584,High Risk,Decline
860,0.279,515,Very High Risk,Decline
861,0.3228,509,Very High Risk,Decline
862,0.1058,549,Very High Risk,Decline
863,0.1697,533,Very High Risk,Decline
864,0.6823,465,Very High Risk,Decline
865,0.0858,555,Very High Risk,Decline
866,0.9368,409,Very High Risk,Decline
867,0.2997,512,Very High Risk,Decline
868,0.3473,505,Very High Risk,Decline
869,0.2136,525,Very High Risk,Decline
870,0.1498,537,Very High Risk,Decline
871,0.2152,524,Very High Risk,Decline
872,0.0883,554,Very High Risk,Decline
873,0.0833,556,Very High Risk,Decline
874,0.0755,559,Very High Risk,Decline
875,0.2838,514,Very High Risk,Decline
876,0.4887,488,Very High Risk,Decline
877,0.5872,477,Very High Risk,Decline
878,0.2302,522,Very High Risk,Decline
879,0.1079,548,Very High Risk,Decline
880,0.28,514,Very High Risk,Decline
881,0.4566,492,Very High Risk,Decline
882,0.7876,449,Very High Risk,Decline
883,0.0697,562,Very High Risk,Decline
884,0.8312,441,Very High Risk,Decline
885,0.37,502,Very High Risk,Decline
886,0.5265,484,Very High Risk,Decline
887,0.0656,564,Very High Risk,Decline
888,0.1175,545,Very High Risk,Decline
889,0.9706,386,Very High Risk,Decline
890,0.3094,510,Very High Risk,Decline
891,0.1667,534,Very High Risk,Decline
892,0.901,423,Very High Risk,Decline
893,0.3277,508,Very High Risk,Decline
894,0.2432,520,Very High Risk,Decline
895,0.5586,480,Very High Risk,Decline
896,0.736,458,Very High Risk,Decline
897,0.0656,564,Very High Risk,Decline
898,0.3562,504,Very High Risk,Decline
899,0.2083,526,Very High Risk,Decline
900,0.9647,392,Very High Risk,Decline
901,0.2363,521,Very High Risk,Decline
902,0.3468,505,Very High Risk,Decline
903,0.0309,587,High Risk,Decline
904,0.0529,570,Very High Risk,Decline
905,0.1242,543,Very High Risk,Decline
906,0.9257,414,Very High Risk,Decline
907,0.2861,514,Very High Risk,Decline
908,0.4879,489,Very High Risk,Decline
909,0.1565,536,Very High Risk,Decline
910,0.4759,490,Very High Risk,Decline
911,0.2744,515,Very High Risk,Decline
912,0.1787,531,Very High Risk,Decline
913,0.2805,514,Very High Risk,Decline
914,0.159,535,Very High Risk,Decline
915,0.065,564,Very High Risk,Decline
916,0.1992,527,Very High Risk,Decline
917,0.1928,528,Very High Risk,Decline
918,0.0242,594,High Risk,Decline
919,0.0612,566,Very High Risk,Decline
920,0.0589,567,Very High Risk,Decline
921,0.319,509,Very High Risk,Decline
922,0.0295,588,High Risk,Decline
923,0.0412,578,Very High Risk,Decline
924,0.154,536,Very High Risk,Decline
925,0.0374,581,High Risk,Decline
926,0.3898,500,Very High Risk,Decline
927,0.4006,499,Very High Risk,Decline
928,0.9837,369,Very High Risk,Decline
929,0.133,541,Very High Risk,Decline
930,0.2164,524,Very High Risk,Decline
931,0.1292,542,Very High Risk,Decline
932,0.1685,533,Very High Risk,Decline
933,0.0904,554,Very High Risk,Decline
934,0.3601,504,Very High Risk,Decline
935,0.4958,488,Very High Risk,Decline
936,0.1138,546,Very High Risk,Decline
937,0.3229,508,Very High Risk,Decline
938,0.1599,535,Very High Risk,Decline
939,0.1585,535,Very High Risk,Decline
940,0.2486,519,Very High Risk,Decline
941,0.2764,515,Very High Risk,Decline
942,0.3542,504,Very High Risk,Decline
943,0.3205,509,Very High Risk,Decline
944,0.2929,513,Very High Risk,Decline
945,0.4945,488,Very High Risk,Decline
946,0.3173,509,Very High Risk,Decline
947,0.0331,584,High Risk,Decline
948,0.1343,541,Very High Risk,Decline
949,0.1216,544,Very High Risk,Decline
950,0.2567,518,Very High Risk,Decline
951,0.1388,540,Very High Risk,Decline
952,0.9678,389,Very High Risk,Decline
953,0.0873,555,Very High Risk,Decline
954,0.1436,539,Very High Risk,Decline
955,0.2781,515,Very High Risk,Decline
956,0.3234,508,Very High Risk,Decline
957,0.884,429,Very High Risk,Decline
958,0.2921,513,Very High Risk,Decline
959,0.0455,575,Very High Risk,Decline
960,0.3575,504,Very High Risk,Decline
961,0.1277,543,Very High Risk,Decline
962,0.0399,579,Very High Risk,Decline
963,0.5779,478,Very High Risk,Decline
964,0.3591,504,Very High Risk,Decline
965,0.2165,524,Very High Risk,Decline
966,0.8702,432,Very High Risk,Decline
967,0.229,522,Very High Risk,Decline
968,0.1105,547,Very High Risk,Decline
969,0.966,391,Very High Risk,Decline
970,0.2439,520,Very High Risk,Decline
971,0.1084,548,Very High Risk,Decline
972,0.9727,384,Very High Risk,Decline
973,0.1993,527,Very High Risk,Decline
974,0.0279,590,High Risk,Decline
975,0.5127,486,Very High Risk,Decline
976,0.1866,530,Very High Risk,Decline
977,0.2236,523,Very High Risk,Decline
978,0.3142,510,Very High Risk,Decline
979,0.3463,505,Very High Risk,Decline
980,0.9071,421,Very High Risk,Decline
981,0.5166,485,Very High Risk,Decline
982,0.0991,551,Very High Risk,Decline
983,0.342,506,Very High Risk,Decline
984,0.2576,518,Very High Risk,Decline
985,0.1299,542,Very High Risk,Decline
986,0.5585,480,Very High Risk,Decline
987,0.9108,420,Very High Risk,Decline
988,0.227,522,Very High Risk,Decline
989,0.1076,548,Very High Risk,Decline
990,0.4004,499,Very High Risk,Decline
991,0.2243,523,Very High Risk,Decline
992,0.3544,504,Very High Risk,Decline
993,0.9031,423,Very High Risk,Decline
994,0.3565,504,Very High Risk,Decline
995,0.6326,471,Very High Risk,Decline
996,0.8349,440,Very High Risk,Decline
997,0.0739,560,Very High Risk,Decline
998,0.9387,408,Very High Risk,Decline
999,0.1296,542,Very High Risk,Decline
1000,0.0846,556,Very High Risk,Decline
1001,0.1113,547,Very High Risk,Decline
1002,0.3127,510,Very High Risk,Decline
1003,0.2933,512,Very High Risk,Decline
1004,0.0788,558,Very High Risk,Decline
1005,0.0848,556,Very High Risk,Decline
1006,0.1417,539,Very High Risk,Decline
1007,0.3061,511,Very High Risk,Decline
1008,0.1715,533,Very High Risk,Decline
1009,0.0713,561,Very High Risk,Decline
1010,0.0319,586,High Risk,Decline
1011,0.3448,506,Very High Risk,Decline
1012,0.2471,519,Very High Risk,Decline
1013,0.0371,581,High Risk,Decline
1014,0.0343,583,High Risk,Decline
1015,0.9126,419,Very High Risk,Decline
1016,0.4281,495,Very High Risk,Decline
1017,0.2954,512,Very High Risk,Decline
1018,0.069,562,Very High Risk,Decline
1019,0.1685,533,Very High Risk,Decline
1020,0.7892,449,Very High Risk,Decline
1021,0.0306,587,High Risk,Decline
1022,0.2181,524,Very High Risk,Decline
1023,0.2258,523,Very High Risk,Decline
1024,0.9005,424,Very High Risk,Decline
1025,0.4482,493,Very High Risk,Decline
1026,0.1653,534,Very High Risk,Decline
1027,0.6918,464,Very High Risk,Decline
1028,0.3756,502,Very High Risk,Decline
1029,0.3731,502,Very High Risk,Decline
1030,0.6084,474,Very High Risk,Decline
1031,0.2573,518,Very High Risk,Decline
1032,0.739,457,Very High Risk,Decline
1033,0.4075,498,Very High Risk,Decline
1034,0.1267,543,Very High Risk,Decline
1035,0.3474,505,Very High Risk,Decline
1036,0.7498,455,Very High Risk,Decline
1037,0.0636,565,Very High Risk,Decline
1038,0.4979,487,Very High Risk,Decline
1039,0.2056,526,Very High Risk,Decline
1040,0.1718,533,Very High Risk,Decline
1041,0.2497,519,Very High Risk,Decline
1042,0.6291,472,Very High Risk,Decline
1043,0.1769,531,Very High Risk,Decline
1044,0.359,504,Very High Risk,Decline
1045,0.5983,476,Very High Risk,Decline
1046,0.0427,577,Very High Risk,Decline
1047,0.0432,577,Very High Risk,Decline
1048,0.4853,489,Very High Risk,Decline
1049,0.3701,502,Very High Risk,Decline
1050,0.2579,518,Very High Risk,Decline
1051,0.9738,383,Very High Risk,Decline
1052,0.0769,559,Very High Risk,Decline
1053,0.6044,475,Very High Risk,Decline
1054,0.1519,537,Very High Risk,Decline
1055,0.2104,525,Very High Risk,Decline
1056,0.0745,560,Very High Risk,Decline
1057,0.1805,531,Very High Risk,Decline
1058,0.0581,568,Very High Risk,Decline
1059,0.9202,417,Very High Risk,Decline
1060,0.0483,573,Very High Risk,Decline
1061,0.1711,533,Very High Risk,Decline
1062,0.024,594,High Risk,Decline
1063,0.8566,436,Very High Risk,Decline
1064,0.2964,512,Very High Risk,Decline
1065,0.9739,383,Very High Risk,Decline
1066,0.2503,519,Very High Risk,Decline
1067,0.0293,588,High Risk,Decline
1068,0.3573,504,Very High Risk,Decline
1069,0.8262,442,Very High Risk,Decline
1070,0.168,533,Very High Risk,Decline
1071,0.3031,511,Very High Risk,Decline
1072,0.0432,577,Very High Risk,Decline
1073,0.1279,543,Very High Risk,Decline
1074,0.414,497,Very High Risk,Decline
1075,0.0983,551,Very High Risk,Decline
1076,0.0391,579,Very High Risk,Decline
1077,0.1473,538,Very High Risk,Decline
1078,0.1837,530,Very High Risk,Decline
1079,0.8744,431,Very High Risk,Decline
1080,0.1012,550,Very High Risk,Decline
1081,0.1085,548,Very High Risk,Decline
1082,0.1003,550,Very High Risk,Decline
1083,0.3853,501,Very High Risk,Decline
1084,0.2458,519,Very High Risk,Decline
1085,0.5705,479,Very High Risk,Decline
1086,0.1856,530,Very High Risk,Decline
1087,0.7668,453,Very High Risk,Decline
1088,0.3068,511,Very High Risk,Decline
1089,0.2019,527,Very High Risk,Decline
1090,0.1165,546,Very High Risk,Decline
1091,0.1497,537,Very High Risk,Decline
1092,0.0847,556,Very High Risk,Decline
1093,0.2126,525,Very High Risk,Decline
1094,0.278,515,Very High Risk,Decline
1095,0.6413,470,Very High Risk,Decline
1096,0.6913,464,Very High Risk,Decline
1097,0.0404,579,Very High Risk,Decline
1098,0.0519,571,Very High Risk,Decline
1099,0.2459,519,Very High Risk,Decline
1100,0.9335,411,Very High Risk,Decline
1101,0.0294,588,High Risk,Decline
1102,0.1607,535,Very High Risk,Decline
1103,0.1845,530,Very High Risk,Decline
1104,0.3718,502,Very High Risk,Decline
1105,0.0348,583,High Risk,Decline
1106,0.0415,578,Very High Risk,Decline
1107,0.8959,425,Very High Risk,Decline
1108,0.2793,514,Very High Risk,Decline
1109,0.9685,388,Very High Risk,Decline
1110,0.2105,525,Very High Risk,Decline
1111,0.8595,435,Very High Risk,Decline
1112,0.9041,422,Very High Risk,Decline
1113,0.5534,481,Very High Risk,Decline
1114,0.1736,532,Very High Risk,Decline
1115,0.9184,417,Very High Risk,Decline
1116,0.3062,511,Very High Risk,Decline
1117,0.585,477,Very High Risk,Decline
1118,0.1389,540,Very High Risk,Decline
1119,0.841,439,Very High Risk,Decline
1120,0.1979,528,Very High Risk,Decline
1121,0.2276,522,Very High Risk,Decline
1122,0.9391,408,Very High Risk,Decline
1123,0.4031,498,Very High Risk,Decline
1124,0.1289,542,Very High Risk,Decline
1125,0.2891,513,Very High Risk,Decline
1126,0.1815,531,Very High Risk,Decline
1127,0.9729,384,Very High Risk,Decline
1128,0.1877,529,Very High Risk,Decline
1129,0.1235,544,Very High Risk,Decline
1130,0.8364,440,Very High Risk,Decline
1131,0.3726,502,Very High Risk,Decline
1132,0.0288,589,High Risk,Decline
1133,0.1159,546,Very High Risk,Decline
1134,0.85,437,Very High Risk,Decline
1135,0.1054,549,Very High Risk,Decline
1136,0.0897,554,Very High Risk,Decline
1137,0.3574,504,Very High Risk,Decline
1138,0.0299,588,High Risk,Decline
1139,0.1225,544,Very High Risk,Decline
1140,0.1586,535,Very High Risk,Decline
1141,0.0754,559,Very High Risk,Decline
1142,0.179,531,Very High Risk,Decline
1143,0.409,498,Very High Risk,Decline
1144,0.1159,546,Very High Risk,Decline
1145,0.0999,551,Very High Risk,Decline
1146,0.3127,510,Very High Risk,Decline
1147,0.175,532,Very High Risk,Decline
1148,0.2631,517,Very High Risk,Decline
1149,0.9002,424,Very High Risk,Decline
1150,0.5724,479,Very High Risk,Decline
1151,0.2423,520,Very High Risk,Decline
1152,0.5288,484,Very High Risk,Decline
1153,0.7408,457,Very High Risk,Decline
1154,0.1489,537,Very High Risk,Decline
1155,0.7768,451,Very High Risk,Decline
1156,0.0478,573,Very High Risk,Decline
1157,0.1529,537,Very High Risk,Decline
1158,0.2187,524,Very High Risk,Decline
1159,0.2383,521,Very High Risk,Decline
1160,0.1643,534,Very High Risk,Decline
1161,0.1419,539,Very High Risk,Decline
1162,0.2619,517,Very High Risk,Decline
1163,0.7874,449,Very High Risk,Decline
1164,0.2611,517,Very High Risk,Decline
1165,0.664,467,Very High Risk,Decline
1166,0.5097,486,Very High Risk,Decline
1167,0.316,509,Very High Risk,Decline
1168,0.9831,370,Very High Risk,Decline
1169,0.1558,536,Very High Risk,Decline
1170,0.1653,534,Very High Risk,Decline
1171,0.9087,421,Very High Risk,Decline
1172,0.299,512,Very High Risk,Decline
1173,0.1688,533,Very High Risk,Decline
1174,0.6924,464,Very High Risk,Decline
1175,0.0542,570,Very High Risk,Decline
1176,0.2764,515,Very High Risk,Decline
1177,0.5099,486,Very High Risk,Decline
1178,0.7877,449,Very High Risk,Decline
1179,0.7441,456,Very High Risk,Decline
1180,0.1487,537,Very High Risk,Decline
1181,0.8615,434,Very High Risk,Decline
1182,0.0309,587,High Risk,Decline
1183,0.1263,543,Very High Risk,Decline
1184,0.0918,553,Very High Risk,Decline
1185,0.0623,565,Very High Risk,Decline
1186,0.2687,516,Very High Risk,Decline
1187,0.7774,451,Very High Risk,Decline
1188,0.132,541,Very High Risk,Decline
1189,0.2146,525,Very High Risk,Decline
1190,0.4328,495,Very High Risk,Decline
1191,0.0642,564,Very High Risk,Decline
